match,week,team,opponent,Created,Point,Possession,Thrower,Receiver,Turnover?,Thrower error?,Receiver error?,Throw to endzone?,Assist?,Secondary assist?,Huck?,Swing?,Dump?,From sideline?,To sideline?,Distance (m),Forward distance (m),Left-to-right distance (m),Start X (0 -> 1 = left sideline -> right sideline),Start Y (0 -> 1 = back of opponent endzone -> back of own endzone),End X (0 -> 1 = left sideline -> right sideline),End Y (0 -> 1 = back of opponent endzone -> back of own endzone)
NASH @ ATX,Week 5,NASH,ATX,5/4/25 16:48,7,1,15 Sylvia Brown,27 Katharine Gilbert,0,0,0,0,0,0,0,0,0,0,0,7.4746404,1.8287982,-7.2474647,0.55833334,0.7407407,0.7069444,0.72407407
NASH @ ATX,Week 5,NASH,ATX,5/4/25 16:48,7,1,27 Katharine Gilbert,20 Noel Holmes,0,0,0,0,0,0,0,1,0,0,0,16.956211,-0.88053346,16.933332,0.7069444,0.72407407,0.3597222,0.73209876
NASH @ ATX,Week 5,NASH,ATX,5/4/25 16:48,7,1,20 Noel Holmes,15 Sylvia Brown,0,0,0,0,0,0,0,1,0,0,0,14.877452,-2.3029306,-14.6981325,0.3597222,0.73209876,0.66111106,0.7530864
NASH @ ATX,Week 5,NASH,ATX,5/4/25 16:48,7,1,15 Sylvia Brown,27 Katharine Gilbert,0,0,0,0,0,0,0,0,0,0,0,11.9304905,0.4741324,11.921065,0.66111106,0.7530864,0.41666666,0.7487654
NASH @ ATX,Week 5,NASH,ATX,5/4/25 16:48,7,1,27 Katharine Gilbert,20 Noel Holmes,0,0,0,0,0,0,0,0,0,0,0,14.480364,4.74133,-13.682132,0.41666666,0.7487654,0.6972222,0.70555556
NASH @ ATX,Week 5,NASH,ATX,5/4/25 16:48,7,1,20 Noel Holmes,15 Sylvia Brown,0,0,0,0,0,0,0,0,1,0,0,12.933518,-1.2869345,12.869331,0.6972222,0.70555556,0.43333334,0.71728396
NASH @ ATX,Week 5,NASH,ATX,5/4/25 16:48,7,1,15 Sylvia Brown,27 Katharine Gilbert,0,0,0,0,0,0,0,0,0,0,0,8.959512,6.5024037,-6.1637316,0.43333334,0.71728396,0.5597222,0.65802467
NASH @ ATX,Week 5,NASH,ATX,5/4/25 16:48,7,1,27 Katharine Gilbert,20 Noel Holmes,0,0,0,0,0,0,0,0,1,0,0,10.214268,-8.195733,-6.096,0.5597222,0.65802467,0.6847222,0.732716
NASH @ ATX,Week 5,NASH,ATX,5/4/25 16:48,7,1,20 Noel Holmes,15 Sylvia Brown,0,0,0,0,0,0,0,0,0,0,0,13.298004,2.4383998,13.072533,0.6847222,0.732716,0.41666666,0.7104938
NASH @ ATX,Week 5,NASH,ATX,5/4/25 16:48,7,1,15 Sylvia Brown,27 Katharine Gilbert,0,0,0,0,0,0,0,0,0,0,0,8.654242,7.9925323,-3.3189328,0.41666666,0.7104938,0.4847222,0.6376543
NASH @ ATX,Week 5,NASH,ATX,5/4/25 16:48,7,1,27 Katharine Gilbert,20 Noel Holmes,0,0,0,0,0,0,0,0,1,0,0,10.349689,-6.2314653,-8.263467,0.4847222,0.6376543,0.65416664,0.6944444
NASH @ ATX,Week 5,NASH,ATX,5/4/25 16:49,7,1,20 Noel Holmes,27 Katharine Gilbert,0,0,0,0,0,0,0,0,1,0,0,5.7680826,-5.689602,-0.94826484,0.65416664,0.6944444,0.67361104,0.7462963
NASH @ ATX,Week 5,NASH,ATX,5/4/25 16:49,7,1,27 Katharine Gilbert,17 Rachel Barr,0,0,0,0,0,0,0,1,0,0,0,17.204397,-0.06773133,17.204264,0.67361104,0.7462963,0.32083333,0.74691355
NASH @ ATX,Week 5,NASH,ATX,5/4/25 16:49,7,1,17 Rachel Barr,15 Sylvia Brown,0,0,0,0,0,0,0,0,0,0,0,9.816661,8.873066,4.1994677,0.32083333,0.74691355,0.2347222,0.66604936
NASH @ ATX,Week 5,NASH,ATX,5/4/25 16:49,7,1,15 Sylvia Brown,27 Katharine Gilbert,0,0,0,0,0,0,0,0,1,0,0,11.515862,-2.7770696,-11.176,0.2347222,0.66604936,0.46388885,0.69135803
NASH @ ATX,Week 5,NASH,ATX,5/4/25 16:49,7,1,27 Katharine Gilbert,20 Noel Holmes,0,0,0,0,0,0,0,0,0,0,0,10.297473,7.247468,-7.3152003,0.46388885,0.69135803,0.61388886,0.62530863
NASH @ ATX,Week 5,NASH,ATX,5/4/25 16:49,7,1,20 Noel Holmes,27 Katharine Gilbert,0,0,0,0,0,0,0,0,0,0,0,8.17359,6.705598,4.673599,0.61388886,0.62530863,0.51805556,0.56419754
NASH @ ATX,Week 5,NASH,ATX,5/4/25 16:49,7,1,27 Katharine Gilbert,15 Sylvia Brown,0,0,0,0,0,0,0,0,1,0,0,9.544393,-5.4186635,-7.857067,0.51805556,0.56419754,0.6791667,0.6135802
NASH @ ATX,Week 5,NASH,ATX,5/4/25 16:49,7,1,15 Sylvia Brown,20 Noel Holmes,0,0,0,0,0,0,0,1,0,0,0,15.423732,1.2191967,15.375469,0.6791667,0.6135802,0.36388886,0.60246915
NASH @ ATX,Week 5,NASH,ATX,5/4/25 16:49,7,1,20 Noel Holmes,15 Sylvia Brown,0,0,0,0,0,0,0,0,1,0,0,7.008027,-3.7930655,-5.8928003,0.36388886,0.60246915,0.4847222,0.63703704
NASH @ ATX,Week 5,NASH,ATX,5/4/25 16:49,7,1,15 Sylvia Brown,27 Katharine Gilbert,0,0,0,0,0,0,0,0,0,0,0,11.035544,3.7930655,-10.363199,0.4847222,0.63703704,0.6972222,0.60246915
NASH @ ATX,Week 5,NASH,ATX,5/4/25 16:50,7,1,27 Katharine Gilbert,15 Sylvia Brown,0,0,0,0,0,0,0,0,1,0,0,7.7361436,-7.7216005,0.47413096,0.6972222,0.60246915,0.6875,0.6728395
NASH @ ATX,Week 5,NASH,ATX,5/4/25 16:50,7,1,15 Sylvia Brown,27 Katharine Gilbert,0,0,0,0,0,0,0,0,0,0,0,5.6349096,2.4383998,-5.0800014,0.6875,0.6728395,0.7916667,0.6506173
NASH @ ATX,Week 5,NASH,ATX,5/4/25 16:50,7,1,27 Katharine Gilbert,20 Noel Holmes,0,0,0,0,0,0,0,0,0,0,0,6.6392508,0.1354692,6.6378684,0.7916667,0.6506173,0.65555555,0.6493827
NASH @ ATX,Week 5,NASH,ATX,5/4/25 16:50,7,1,20 Noel Holmes,27 Katharine Gilbert,0,0,0,0,0,0,0,0,1,0,0,7.9666624,-3.589865,7.1120024,0.65555555,0.6493827,0.5097222,0.68209875
NASH @ ATX,Week 5,NASH,ATX,5/4/25 16:50,7,1,27 Katharine Gilbert,06 Rebecca Fagan,0,0,0,0,0,0,0,0,0,0,0,13.584036,5.08,12.598398,0.5097222,0.68209875,0.25138888,0.63580245
NASH @ ATX,Week 5,NASH,ATX,5/4/25 16:50,7,1,06 Rebecca Fagan,15 Sylvia Brown,0,0,0,0,0,0,0,0,0,0,0,9.641001,3.2511954,-9.076267,0.25138888,0.63580245,0.4375,0.60617286
NASH @ ATX,Week 5,NASH,ATX,5/4/25 16:50,7,1,15 Sylvia Brown,20 Noel Holmes,0,0,0,0,0,0,0,0,1,0,0,7.818724,-5.2154627,-5.825066,0.4375,0.60617286,0.55694443,0.6537037
NASH @ ATX,Week 5,NASH,ATX,5/4/25 16:50,7,1,20 Noel Holmes,15 Sylvia Brown,0,0,0,0,0,0,0,0,0,0,0,8.142097,7.789332,-2.3706665,0.55694443,0.6537037,0.60555553,0.58271605
NASH @ ATX,Week 5,NASH,ATX,5/4/25 16:50,7,1,15 Sylvia Brown,27 Katharine Gilbert,0,0,0,0,0,0,0,0,1,0,0,13.039329,-5.2832007,11.921068,0.60555553,0.58271605,0.36111107,0.6308642
NASH @ ATX,Week 5,NASH,ATX,5/4/25 16:51,7,1,27 Katharine Gilbert,20 Noel Holmes,0,0,0,0,0,0,0,1,0,0,0,16.103024,2.4383998,-15.9173355,0.36111107,0.6308642,0.6875,0.608642
NASH @ ATX,Week 5,NASH,ATX,5/4/25 16:51,7,1,20 Noel Holmes,15 Sylvia Brown,0,0,0,0,0,0,0,0,0,0,0,9.829505,1.2192031,9.7536,0.6875,0.608642,0.4875,0.59753084
NASH @ ATX,Week 5,NASH,ATX,5/4/25 16:51,7,1,15 Sylvia Brown,27 Katharine Gilbert,0,0,0,0,0,0,0,0,0,0,0,10.33305,0.88053346,-10.2954645,0.4875,0.59753084,0.6986111,0.58950615
NASH @ ATX,Week 5,NASH,ATX,5/4/25 16:51,7,1,27 Katharine Gilbert,17 Rachel Barr,0,0,0,0,0,0,0,0,0,0,0,10.580503,8.398933,-6.4346685,0.6986111,0.58950615,0.83055556,0.51296294
NASH @ ATX,Week 5,NASH,ATX,5/4/25 16:51,7,1,17 Rachel Barr,27 Katharine Gilbert,0,0,0,0,0,0,0,0,1,0,0,8.661927,-2.3706684,8.331201,0.83055556,0.51296294,0.6597222,0.5345679
NASH @ ATX,Week 5,NASH,ATX,5/4/25 16:51,7,1,27 Katharine Gilbert,06 Rebecca Fagan,0,0,0,0,0,0,0,0,0,0,0,13.790013,13.478933,-2.9125316,0.6597222,0.5345679,0.7194444,0.41172838
NASH @ ATX,Week 5,NASH,ATX,5/4/25 16:51,7,1,06 Rebecca Fagan,22 Becca Henley,0,0,0,0,0,0,0,0,0,0,0,12.716742,4.605868,11.8533325,0.7194444,0.41172838,0.47638887,0.36975306
NASH @ ATX,Week 5,NASH,ATX,5/4/25 16:52,7,1,22 Becca Henley,20 Noel Holmes,0,0,0,0,0,0,0,0,0,0,0,8.427834,1.9642674,-8.195732,0.47638887,0.36975306,0.6444444,0.35185182
NASH @ ATX,Week 5,NASH,ATX,5/4/25 16:52,7,1,20 Noel Holmes,15 Sylvia Brown,0,0,0,0,0,0,0,0,1,0,0,8.917423,-6.9765363,5.554132,0.6444444,0.35185182,0.53055555,0.4154321
NASH @ ATX,Week 5,NASH,ATX,5/4/25 16:52,7,1,15 Sylvia Brown,20 Noel Holmes,0,0,0,0,0,0,0,0,0,0,0,7.461739,2.0319986,-7.1797304,0.53055555,0.4154321,0.6777777,0.3969136
NASH @ ATX,Week 5,NASH,ATX,5/4/25 16:52,7,1,20 Noel Holmes,21 Elena Rubino,0,0,0,0,0,0,0,0,0,0,0,16.564922,14.15627,8.602132,0.6777777,0.3969136,0.50138885,0.2679012
NASH @ ATX,Week 5,NASH,ATX,5/4/25 16:52,7,1,21 Elena Rubino,27 Katharine Gilbert,1,1,0,0,0,0,0,0,1,0,0,8.773494,-7.247468,-4.944533,0.50138885,0.2679012,0.6027777,0.3339506
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:12,7,2,15 Sylvia Brown,20 Noel Holmes,0,0,0,0,0,0,0,0,1,1,1,8.468563,-8.398933,1.0837355,0.13472226,0.82839507,0.1125,0.9049383
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:12,7,2,20 Noel Holmes,15 Sylvia Brown,0,0,0,0,0,0,0,0,0,1,0,11.283652,-0.9482648,-11.243736,0.1125,0.9049383,0.3430556,0.91358024
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:12,7,2,15 Sylvia Brown,18 Morgan Butts,1,1,0,0,0,0,0,0,0,0,0,31.187134,20.18453,-23.7744,0.3430556,0.91358024,0.8305556,0.72962964
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:14,8,1,16 Emily Branson,27 Katharine Gilbert,0,0,0,0,0,0,0,0,0,0,0,10.259977,10.227732,0.81280214,0.6319444,0.79753083,0.6152777,0.70432097
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:14,8,1,27 Katharine Gilbert,01 Tori Radcliffe,0,0,0,0,0,0,0,0,0,0,1,22.607214,17.001066,-14.901338,0.6152777,0.70432097,0.92083335,0.5493827
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:14,8,1,01 Tori Radcliffe,03 Sara Mog,0,0,0,0,0,0,0,0,0,1,1,11.792794,11.650128,-1.8287983,0.92083335,0.5493827,0.9583333,0.4432099
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:14,8,1,03 Sara Mog,27 Katharine Gilbert,0,0,0,0,0,0,0,0,1,1,0,9.499343,-5.892799,7.4506674,0.9583333,0.4432099,0.8055555,0.49691358
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:14,8,1,27 Katharine Gilbert,03 Sara Mog,0,0,0,0,0,0,0,0,1,0,0,7.9597445,-5.350929,5.8928003,0.8055555,0.49691358,0.6847222,0.545679
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:15,8,1,03 Sara Mog,16 Emily Branson,0,0,0,0,0,0,0,1,0,0,0,17.33616,1.4901285,17.272,0.6847222,0.545679,0.33055553,0.53209877
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:15,8,1,16 Emily Branson,08 Grace Robinson,0,0,0,0,0,0,0,0,0,0,1,15.731933,9.144001,12.8015995,0.33055553,0.53209877,0.06805553,0.44876543
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:15,8,1,08 Grace Robinson,91 Savannah Sillivant,1,0,1,0,0,0,0,0,0,1,0,18.233858,10.972799,-14.562668,0.06805553,0.44876543,0.36666667,0.34876543
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:15,8,2,27 Katharine Gilbert,01 Tori Radcliffe,0,0,0,0,0,0,0,0,0,0,0,8.382803,5.825064,6.0282674,0.44166666,0.82469136,0.31805554,0.77160496
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:15,8,2,01 Tori Radcliffe,27 Katharine Gilbert,0,0,0,0,0,0,0,0,1,0,0,6.3032026,-2.9802635,5.554133,0.31805554,0.77160496,0.20416667,0.7987654
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:15,8,2,27 Katharine Gilbert,01 Tori Radcliffe,0,0,0,0,0,0,0,0,0,0,0,11.983441,1.7610669,-11.8533325,0.20416667,0.7987654,0.4472222,0.78271604
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:15,8,2,01 Tori Radcliffe,03 Sara Mog,0,0,0,0,0,0,0,0,1,0,0,11.424668,-4.809068,-10.3632,0.4472222,0.78271604,0.6597222,0.8265432
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:16,8,2,03 Sara Mog,27 Katharine Gilbert,0,0,0,0,0,0,0,0,0,0,0,11.812237,1.4901351,11.717868,0.6597222,0.8265432,0.4194444,0.81296295
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:16,8,2,27 Katharine Gilbert,08 Grace Robinson,0,0,0,0,0,0,0,0,0,0,0,12.141468,9.889062,-7.0442667,0.4194444,0.81296295,0.56388885,0.72283953
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:16,8,2,08 Grace Robinson,91 Savannah Sillivant,0,0,0,0,0,0,0,0,0,0,1,19.084103,8.39894,-17.136534,0.56388885,0.72283953,0.9152777,0.64629626
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:16,8,2,91 Savannah Sillivant,27 Katharine Gilbert,0,0,0,0,0,0,0,0,1,1,0,12.666313,-3.1834705,12.259731,0.9152777,0.64629626,0.6638889,0.67530864
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:16,8,2,27 Katharine Gilbert,16 Emily Branson,0,0,0,0,0,0,0,0,0,0,1,10.781525,3.7930722,-10.092268,0.6638889,0.67530864,0.87083334,0.6407407
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:16,8,2,16 Emily Branson,22 Becca Henley,0,0,0,0,0,0,0,1,0,1,0,33.5384,4.3349295,33.25707,0.87083334,0.6407407,0.18888886,0.60123456
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:17,8,2,22 Becca Henley,08 Grace Robinson,1,1,0,0,0,0,0,0,0,0,0,20.149729,20.1168,1.1514676,0.18888886,0.60123456,0.16527773,0.41790122
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:19,8,3,61 Madison Oakman,01 Tori Radcliffe,0,0,0,0,0,0,0,0,0,0,1,30.140957,10.701864,-28.177073,0.3819444,0.82407403,0.9597222,0.7265432
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:19,8,3,01 Tori Radcliffe,21 Elena Rubino,0,0,0,0,0,0,0,0,0,1,1,9.444371,9.414936,-0.7450679,0.9597222,0.7265432,0.975,0.6407407
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:19,8,3,21 Elena Rubino,15 Sylvia Brown,1,1,0,0,0,0,0,0,0,1,0,25.582224,17.678396,18.4912,0.975,0.6407407,0.59583336,0.4796296
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:22,9,1,03 Sara Mog,17 Rachel Barr,1,1,0,0,0,0,1,0,0,1,1,53.128365,35.08586,39.89493,0.8527778,0.6030864,0.034722265,0.28333336
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:22,9,2,16 Emily Branson,22 Becca Henley,0,0,0,0,0,0,0,0,0,0,0,20.072052,9.753599,17.542936,0.51388896,0.38209876,0.15416667,0.29320988
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:22,9,2,22 Becca Henley,01 Tori Radcliffe,0,0,0,0,0,0,0,0,0,0,0,11.9383745,1.4224005,-11.853335,0.15416667,0.29320988,0.39722225,0.2802469
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:23,9,2,01 Tori Radcliffe,03 Sara Mog,0,0,0,0,0,0,0,0,1,0,0,9.347447,-9.076269,2.2351995,0.39722225,0.2802469,0.35138893,0.362963
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:23,9,2,03 Sara Mog,08 Grace Robinson,0,0,0,0,0,0,0,0,0,0,1,19.136435,14.224001,12.8015995,0.35138893,0.362963,0.08888893,0.23333335
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:23,9,2,08 Grace Robinson,03 Sara Mog,0,0,0,0,0,0,0,0,1,1,1,7.38573,-7.382934,0.20319982,0.08888893,0.23333335,0.084722266,0.3006173
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:23,9,2,03 Sara Mog,27 Katharine Gilbert,0,0,0,0,0,0,0,0,1,1,1,7.112322,-7.111999,0.06773533,0.084722266,0.3006173,0.083333336,0.3654321
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:23,9,2,27 Katharine Gilbert,03 Sara Mog,0,0,0,0,0,0,0,0,1,1,0,8.057706,-3.6575997,-7.179735,0.083333336,0.3654321,0.2305556,0.39876544
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:23,9,2,03 Sara Mog,01 Tori Radcliffe,0,0,0,0,0,0,0,0,0,0,1,11.440719,9.550399,6.2992,0.2305556,0.39876544,0.10138893,0.31172842
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:23,9,2,01 Tori Radcliffe,27 Katharine Gilbert,1,1,0,0,0,0,0,0,1,1,0,10.368288,-3.1157293,-9.889066,0.10138893,0.31172842,0.30416667,0.34012344
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:24,9,3,03 Sara Mog,17 Rachel Barr,0,0,0,0,0,0,0,0,0,0,0,8.341102,8.331196,0.40639964,0.32222226,0.72962964,0.31388894,0.65370375
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:25,9,3,17 Rachel Barr,22 Becca Henley,0,0,0,0,0,0,0,0,0,0,0,12.439726,11.988805,3.3189356,0.31388894,0.65370375,0.24583334,0.54444444
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:25,9,3,22 Becca Henley,03 Sara Mog,0,0,0,0,0,0,0,0,0,0,1,9.862123,3.5221338,9.211733,0.24583334,0.54444444,0.056944467,0.5123457
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:25,9,3,03 Sara Mog,01 Tori Radcliffe,0,0,0,0,0,0,0,0,0,1,1,15.04229,15.036799,-0.4064,0.056944467,0.5123457,0.0652778,0.37530863
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:25,9,3,01 Tori Radcliffe,22 Becca Henley,0,0,0,0,0,0,0,0,0,1,0,14.467213,12.5984,-7.112,0.0652778,0.37530863,0.21111113,0.26049381
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:25,9,3,22 Becca Henley,08 Grace Robinson,0,0,0,0,0,1,0,1,0,0,0,18.855917,7.247463,-17.407467,0.21111113,0.26049381,0.56805557,0.19444446
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:25,9,3,08 Grace Robinson,16 Emily Branson,0,0,0,1,1,0,0,0,0,0,0,8.82095,5.960535,6.5023985,0.56805557,0.19444446,0.43472227,0.14012346
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:27,10,1,61 Madison Oakman,15 Sylvia Brown,1,1,0,0,0,0,0,0,0,0,0,11.358416,4.3349357,10.498663,0.6694444,0.6654321,0.45416668,0.6259259
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:27,10,2,61 Madison Oakman,20 Noel Holmes,0,0,0,0,0,0,0,1,0,0,0,21.357492,3.5221338,-21.065067,0.29027775,0.70185184,0.7222222,0.6697531
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:27,10,2,20 Noel Holmes,15 Sylvia Brown,0,0,0,0,0,0,0,0,0,0,0,9.075509,4.8767996,7.6538672,0.7222222,0.6697531,0.56527776,0.62530863
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:27,10,2,15 Sylvia Brown,06 Rebecca Fagan,0,0,0,0,0,0,0,0,0,0,0,19.658077,10.430932,16.662401,0.56527776,0.62530863,0.22361107,0.5302469
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:28,10,2,06 Rebecca Fagan,23 Breanna Snipes,1,1,0,0,0,0,0,0,0,0,0,29.43869,27.093336,-11.5146675,0.22361107,0.5302469,0.4597222,0.2833333
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:28,10,3,61 Madison Oakman,07 Mary Cowart,0,0,0,0,0,0,0,0,0,0,0,14.695793,14.020801,-4.4026675,0.6319444,0.5771605,0.7222222,0.4493827
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:29,10,3,07 Mary Cowart,61 Madison Oakman,0,0,0,0,0,0,0,0,0,0,1,16.297997,11.04053,-11.988801,0.7222222,0.4493827,0.96805555,0.34876543
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:29,10,3,61 Madison Oakman,20 Noel Holmes,1,1,0,0,0,0,0,0,0,1,1,12.334165,12.327468,0.40639964,0.96805555,0.34876543,0.9597222,0.23641974
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:30,10,4,27 Katharine Gilbert,03 Sara Mog,0,0,0,0,0,0,0,0,1,1,0,16.877567,-14.901337,7.9247985,0.9819444,0.61604935,0.8194444,0.75185186
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:31,10,4,03 Sara Mog,01 Tori Radcliffe,0,0,0,0,0,0,0,0,0,0,1,9.958644,8.398933,-5.350935,0.8194444,0.75185186,0.9291667,0.67530864
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:31,10,4,01 Tori Radcliffe,03 Sara Mog,0,0,0,0,0,0,0,0,0,1,1,9.187047,9.076266,-1.4223987,0.9291667,0.67530864,0.9583333,0.5925926
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:31,10,4,03 Sara Mog,22 Becca Henley,0,0,0,0,0,0,0,0,0,1,1,17.18479,17.136534,-1.2869331,0.9583333,0.5925926,0.9847222,0.43641976
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:31,10,4,22 Becca Henley,08 Grace Robinson,0,0,0,0,0,0,0,0,0,1,1,13.309557,13.275733,0.94826776,0.9847222,0.43641976,0.96527773,0.3154321
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:31,10,4,08 Grace Robinson,91 Savannah Sillivant,0,0,0,0,0,0,0,0,0,1,1,14.630558,14.630401,-0.06773424,0.96527773,0.3154321,0.96666664,0.18209876
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:32,10,4,91 Savannah Sillivant,01 Tori Radcliffe,1,1,0,1,0,0,0,0,0,1,0,19.68618,18.762135,5.9605346,0.96666664,0.18209876,0.8444444,0.011111092
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:33,10,5,03 Sara Mog,16 Emily Branson,0,0,0,0,0,0,0,1,0,1,0,23.657948,-0.94827133,23.638935,0.97638893,0.66604936,0.49166667,0.6746914
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:33,10,5,16 Emily Branson,03 Sara Mog,0,0,0,0,0,0,0,0,1,0,0,9.631718,-5.757333,7.7216,0.49166667,0.6746914,0.33333334,0.7271605
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:34,10,5,03 Sara Mog,27 Katharine Gilbert,0,0,0,0,0,0,0,0,0,0,1,18.08683,15.443201,9.414933,0.33333334,0.7271605,0.1402778,0.58641976
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:34,10,5,27 Katharine Gilbert,22 Becca Henley,0,0,0,0,0,0,0,0,0,1,0,36.166424,34.882664,-9.5504,0.1402778,0.58641976,0.33611113,0.26851854
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:34,10,5,22 Becca Henley,01 Tori Radcliffe,0,0,0,0,0,0,0,0,1,0,0,8.235939,-8.195733,-0.8128007,0.33611113,0.26851854,0.3527778,0.3432099
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:34,10,5,01 Tori Radcliffe,27 Katharine Gilbert,0,0,0,0,0,0,0,0,0,0,1,11.73039,5.621867,10.295468,0.3527778,0.3432099,0.14166667,0.29197532
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:34,10,5,27 Katharine Gilbert,91 Savannah Sillivant,1,1,0,1,0,0,0,0,0,1,1,22.755272,22.284264,4.6058645,0.14166667,0.29197532,0.047222264,0.088888906
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:35,10,6,22 Becca Henley,03 Sara Mog,0,0,0,0,0,0,0,0,0,1,1,10.525071,10.498667,0.74506766,0.031944465,0.37098765,0.016666668,0.27530864
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:35,10,6,03 Sara Mog,22 Becca Henley,1,1,0,1,0,0,0,0,0,1,1,16.982166,16.933332,-1.2869353,0.016666668,0.27530864,0.043055598,0.12098766
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:36,10,7,16 Emily Branson,22 Becca Henley,0,0,0,0,0,0,0,0,0,1,0,13.638642,7.5183997,11.379201,0.8777778,0.44814816,0.64444447,0.37962964
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:37,10,7,22 Becca Henley,27 Katharine Gilbert,0,0,0,0,0,1,0,0,0,0,0,10.202808,3.5898683,9.5504,0.64444447,0.37962964,0.44861114,0.34691358
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:37,10,7,27 Katharine Gilbert,91 Savannah Sillivant,0,0,0,1,1,0,0,0,0,0,0,35.699577,35.695465,-0.54186666,0.44861114,0.34691358,0.45972225,0.021604938
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:41,11,1,15 Sylvia Brown,61 Madison Oakman,0,0,0,0,0,0,0,1,0,0,0,18.708752,2.844801,-18.4912,0.17916666,0.8203704,0.55833334,0.79444444
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:41,11,1,61 Madison Oakman,26 Leah Shorb,0,0,0,0,0,0,0,0,0,0,0,14.03323,6.705604,-12.327466,0.55833334,0.79444444,0.8111111,0.7333333
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:41,11,1,26 Leah Shorb,21 Elena Rubino,0,0,0,0,0,0,0,0,0,0,1,31.640383,31.428263,-3.6575994,0.8111111,0.7333333,0.8861111,0.44691357
NASH @ ATX,Week 5,NASH,ATX,5/4/25 21:41,11,1,21 Elena Rubino,96 Natalie Wilson,1,1,0,1,0,0,0,0,0,1,1,35.97048,35.9664,0.54186517,0.8861111,0.44691357,0.875,0.119135804
